Virus,Human_P,Human_G,Human_length,Weight,virus_protein_source,interaction_source
P0DTC5,P13804,ETFA,333,71.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC5,P11310,ACADM,421,70.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC5,P05026,AT1B1,303,66.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC5,O95070,YIF1A,293,63.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC5,O75439,MPPB,489,81.25,khorsand-ncbi-gordon,khorsand-gordon
P0DTC5,O15397,IPO8,1037,97.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H078,CLPB,707,62.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P62195,PRS8,406,51.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P26599,PTBP1,531,96.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O60762,DPM1,260,76.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H936,GHC1,323,61.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O00231,PSD11,422,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9UHI6,DDX20,824,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96EY1,DNJA3,480,93.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q00325,MPCP,362,73.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q15008,PSMD6,389,108.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O14818,PSA7,248,105.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P40939,ECHA,763,78.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P50402,EMD,254,97.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95757,HS74L,839,60.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P57678,GEMI4,1058,106.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P31689,DNJA1,397,61.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P60900,PSA6,246,82.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P25705,ATPA,553,97.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P51665,PSMD7,324,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P62191,PRS4,440,51.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P06576,ATPB,529,80.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q14257,RCN2,317,87.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95816,BAG2,211,53.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P46379,BAG6,1132,112.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O75746,CMC1,678,78.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y5A9,YTHD2,579,51.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q13200,PSMD2,908,70.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P53618,COPB,953,52.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9NZ01,TECR,308,59.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P35998,PRS7,433,85.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q16891,MIC60,758,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O60884,DNJA2,412,94.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O43852,CALU,315,55.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q99460,PSMD1,953,103.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P53621,COPA,1224,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P55786,PSA,919,110.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q15293,RCN1,331,96.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P34932,HSP74,840,62.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9UBF2,COPG2,871,58.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O43592,XPOT,962,66.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P35606,COPB2,906,116.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P05023,AT1A1,1023,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95347,SMC2,1197,107.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P16615,AT2A2,1042,107.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O14980,XPO1,1071,64.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96CS3,FAF2,445,73.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9P035,HACD3,362,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P00403,COX2,227,110.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96HU1,SGSM3,749,76.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q53HI1,UNC50,259,81.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q03169,TNAP2,654,80.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P25686,DNJB2,324,111.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P01031,CO5,1676,71.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O94919,ENDD1,500,69.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y6D6,BIG1,1849,63.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y6D5,BIG2,1785,68.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y6A1,POMT1,747,90.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y672,ALG6,507,114.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y5Y2,NUBP2,271,68.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y487,VPP2,856,83.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y426,C2CD2,696,63.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9Y2W3,S45A1,782,75.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9UBQ6,EXTL2,330,90.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9NVI1,FANCI,1328,101.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9NV66,TYW1,732,59.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H9P8,L2HDH,463,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H7F0,AT133,1226,72.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H2U2,IPYR2,334,104.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9H019,MFR1L,292,113.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9C029,TRIM7,511,115.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9BZD2,S29A3,475,61.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q9BXI2,ORNT2,301,89.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q99797,MIPEP,713,75.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96RQ1,ERGI2,377,73.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96RL7,VP13A,3174,63.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96Q80,DERL3,235,90.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96NT5,PCFT,459,119.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96MT1,RN145,663,104.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96JI7,SPTCS,2443,86.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96JB5,CK5P3,506,108.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96I59,SYNM,477,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96ED9,HOOK2,719,97.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96CM8,ACSF2,615,80.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q96CB8,INT12,462,111.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q969N2,PIGT,578,120.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q93084,AT2A3,999,112.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q92820,GGH,318,62.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q92791,SC65,437,104.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q92538,GBF1,1859,53.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8WXA3,RUFY2,606,86.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8WWC4,MAIP1,291,106.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8NI22,MCFD2,146,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8NHH9,ATLA2,583,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8NFQ8,TOIP2,470,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8NDA8,MROH1,1641,86.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8NCN5,PDPR,879,81.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8N5G2,MACOI,664,87.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8N442,GUF1,669,51.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8N2H3,PYRD2,581,91.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q8IZQ1,WDFY3,3526,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q86UT6,NLRX1,975,111.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q86UA1,PRP39,669,116.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q7Z4R8,CF120,191,68.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q7Z3D6,GLUCM,616,110.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q7Z3C6,ATG9A,839,84.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6UX65,DRAM2,266,89.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6UX53,MET7B,244,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6UB35,C1TM,978,80.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6SZW1,SARM1,724,55.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6P3X3,TTC27,843,119.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6NT16,S18B1,456,112.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q6IBW4,CNDH2,605,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q68DH5,LMBD2,695,77.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q5T4D3,TMTC4,741,105.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q5T3U5,MRP7,1492,59.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q5SWX8,ODR4,454,65.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q5BJH7,YIF1B,314,112.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q58EX7,PKHG4,1191,72.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q53H96,P5CR3,274,69.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q3MJ13,WDR72,1102,112.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q16585,SGCB,318,54.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q16236,NF2L2,605,104.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q15386,UBE3C,1083,63.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q15054,DPOD3,466,74.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q13608,PEX6,980,70.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q13232,NDK3,169,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q13021,MALL,153,116.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q05932,FOLC,587,103.25,khorsand-ncbi-gordon,khorsand
P0DTC5,Q03135,CAV1,178,78.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P98198,AT8B2,1209,94.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P78545,ELF3,371,78.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P78527,PRKDC,4128,96.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P54707,AT12A,1039,64.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P51649,SSDH,535,98.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P51636,CAV2,162,99.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P51617,IRAK1,712,60.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P49810,PSN2,448,106.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P49590,SYHM,506,120.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P49116,NR2C2,596,68.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P45954,ACDSB,432,100.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P42695,CNDD3,1498,72.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P42126,ECI1,302,62.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P35670,ATP7B,1465,92.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P27144,KAD4,223,56.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P24752,THIL,427,101.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P19634,SL9A1,815,113.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P16219,ACADS,412,79.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P11498,PYC,1178,82.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P08236,BGLR,651,67.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P07858,CATB,339,67.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P07093,GDN,398,62.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P05166,PCCB,539,89.25,khorsand-ncbi-gordon,khorsand
P0DTC5,P05165,PCCA,728,115.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95864,FADS2,444,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95772,STR3N,234,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O95299,NDUAA,355,53.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O94829,IPO13,963,93.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O94822,LTN1,1766,109.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O94788,AL1A2,518,99.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O76082,S22A5,557,57.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O75841,UPK1B,260,64.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O75448,MED24,989,100.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O75306,NDUS2,463,84.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O60674,JAK2,1132,66.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O60318,GANP,1980,97.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O43929,ORC4,436,120.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O43826,G6PT1,429,87.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O43251,RFOX2,390,116.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O15374,MOT5,487,87.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O15354,GPR37,613,90.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O15287,FANCG,622,91.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O15063,GRRE1,1070,66.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O00482,NR5A2,541,60.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O00217,NDUS8,210,114.25,khorsand-ncbi-gordon,khorsand
P0DTC5,O00165,HAX1,279,99.25,khorsand-ncbi-gordon,khorsand
P0DTC5,A6NFN3,RFOX3,312,102.25,khorsand-ncbi-gordon,khorsand
P0DTC5,A4D1U4,DEN11,455,65.25,khorsand-ncbi-gordon,khorsand
P0DTC6,A0FGR8,ESYT2,921,47.99,khorsand-ncbi-gordon,khorsand
P0DTC6,O00165,HAX1,279,51.67,khorsand-ncbi-gordon,khorsand
P0DTC6,O00231,PSD11,422,62.58,khorsand-ncbi-gordon,khorsand
P0DTC6,O00232,PSD12,456,52.65,khorsand-ncbi-gordon,khorsand
P0DTC6,O00303,EIF3F,357,44.88,khorsand-ncbi-gordon,khorsand
P0DTC6,O00410,IPO5,1097,73.07,khorsand-ncbi-gordon,khorsand
P0DTC6,O00505,IMA4,521,54.72,khorsand-ncbi-gordon,khorsand
P0DTC6,O00629,IMA3,521,60.86,khorsand-ncbi-gordon,khorsand
P0DTC6,O14735,CDIPT,213,51.3,khorsand-ncbi-gordon,khorsand
P0DTC6,O14744,ANM5,637,48.79,khorsand-ncbi-gordon,khorsand
P0DTC6,O14979,HNRDL,420,54.52,khorsand-ncbi-gordon,khorsand
P0DTC6,O14980,XPO1,1071,48.29,khorsand-ncbi-gordon,khorsand
P0DTC6,O15269,SPTC1,473,50.85,khorsand-ncbi-gordon,khorsand
P0DTC6,O15371,EIF3D,548,49.64,khorsand-ncbi-gordon,khorsand
P0DTC6,O43242,PSMD3,534,52.12,khorsand-ncbi-gordon,khorsand
P0DTC6,O43390,HNRPR,633,41.95,khorsand-ncbi-gordon,khorsand
P0DTC6,O43707,ACTN4,911,81.37,khorsand-ncbi-gordon,khorsand
P0DTC6,O43795,MYO1B,1136,45.65,khorsand-ncbi-gordon,khorsand
P0DTC6,O43823,AKAP8,692,69.9,khorsand-ncbi-gordon,khorsand
P0DTC6,O43852,CALU,315,56.62,khorsand-ncbi-gordon,khorsand
P0DTC6,O60684,IMA7,536,71.19,khorsand-ncbi-gordon,khorsand
P0DTC6,O60783,RT14,128,44.58,khorsand-ncbi-gordon,khorsand
P0DTC6,O60812,HNRC1,293,48.35,khorsand-ncbi-gordon,khorsand
P0DTC6,O60832,DKC1,514,75.72,khorsand-ncbi-gordon,khorsand
P0DTC6,O75127,PTCD1,700,53.71,khorsand-ncbi-gordon,khorsand
P0DTC6,O75533,SF3B1,1304,47.14,khorsand-ncbi-gordon,khorsand
P0DTC6,O75569,PRKRA,313,45.83,khorsand-ncbi-gordon,khorsand
P0DTC6,O75616,ERAL1,437,42.39,khorsand-ncbi-gordon,khorsand
P0DTC6,O75688,PPM1B,479,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,O75934,SPF27,225,41.32,khorsand-ncbi-gordon,khorsand
P0DTC6,O76021,RL1D1,490,78.85,khorsand-ncbi-gordon,khorsand
P0DTC6,O95071,UBR5,2799,55.59,khorsand-ncbi-gordon,khorsand
P0DTC6,O95232,LC7L3,432,92.49,khorsand-ncbi-gordon,khorsand
P0DTC6,O95573,ACSL3,720,41.21,khorsand-ncbi-gordon,khorsand
P0DTC6,O95793,STAU1,577,56.65,khorsand-ncbi-gordon,khorsand
P0DTC6,O95816,BAG2,211,71.3,khorsand-ncbi-gordon,khorsand
P0DTC6,P01889,HLAB,362,44.94,khorsand-ncbi-gordon,khorsand
P0DTC6,P04792,HSPB1,205,44.01,khorsand-ncbi-gordon,khorsand
P0DTC6,P05023,AT1A1,1023,42.51,khorsand-ncbi-gordon,khorsand
P0DTC6,P06576,ATPB,529,53.8,khorsand-ncbi-gordon,khorsand
P0DTC6,P06748,NPM,294,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P07237,PDIA1,508,65.45,khorsand-ncbi-gordon,khorsand
P0DTC6,P07355,ANXA2,339,70.04,khorsand-ncbi-gordon,khorsand
P0DTC6,P07437,TBB5,444,41.43,khorsand-ncbi-gordon,khorsand
P0DTC6,P07900,HS90A,732,47.59,khorsand-ncbi-gordon,khorsand
P0DTC6,P08195,4F2,630,81.23,khorsand-ncbi-gordon,khorsand
P0DTC6,P08579,RU2B,225,57.83,khorsand-ncbi-gordon,khorsand
P0DTC6,P08621,RU17,437,94.43,khorsand-ncbi-gordon,khorsand
P0DTC6,P08708,RS17,135,49.61,khorsand-ncbi-gordon,khorsand
P0DTC6,P09012,SNRPA,282,82.76,khorsand-ncbi-gordon,khorsand
P0DTC6,P09661,RU2A,255,42.49,khorsand-ncbi-gordon,khorsand
P0DTC6,P0CB38,PAB4L,370,48.35,khorsand-ncbi-gordon,khorsand
P0DTC6,P0DMV8,HS71A,641,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P10412,H14,219,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P11021,BIP,654,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P11142,HSP7C,646,45.17,khorsand-ncbi-gordon,khorsand
P0DTC6,P11387,TOP1,765,62.65,khorsand-ncbi-gordon,khorsand
P0DTC6,P11388,TOP2A,1531,71.69,khorsand-ncbi-gordon,khorsand
P0DTC6,P11940,PABP1,636,57.75,khorsand-ncbi-gordon,khorsand
P0DTC6,P12004,PCNA,261,42.13,khorsand-ncbi-gordon,khorsand
P0DTC6,P12236,ADT3,298,67.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P14625,ENPL,803,43.36,khorsand-ncbi-gordon,khorsand
P0DTC6,P16615,AT2A2,1042,51.69,khorsand-ncbi-gordon,khorsand
P0DTC6,P16989,YBOX3,372,46.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P17844,DDX5,614,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P17987,TCPA,556,44.72,khorsand-ncbi-gordon,khorsand
P0DTC6,P18077,RL35A,110,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P22087,FBRL,321,45.22,khorsand-ncbi-gordon,khorsand
P0DTC6,P23396,RS3,243,42.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P24928,RPB1,1970,74.57,khorsand-ncbi-gordon,khorsand
P0DTC6,P25205,MCM3,808,43.01,khorsand-ncbi-gordon,khorsand
P0DTC6,P25398,RS12,132,50.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P25705,ATPA,553,65.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P25789,PSA4,261,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P26599,PTBP1,531,40.51,khorsand-ncbi-gordon,khorsand
P0DTC6,P26641,EF1G,437,50.86,khorsand-ncbi-gordon,khorsand
P0DTC6,P27635,RL10,214,49.14,khorsand-ncbi-gordon,khorsand
P0DTC6,P29692,EF1D,281,47.14,khorsand-ncbi-gordon,khorsand
P0DTC6,P30153,2AAA,589,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P31689,DNJA1,397,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P31943,HNRH1,449,40.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P33176,KINH,963,46.3,khorsand-ncbi-gordon,khorsand
P0DTC6,P33993,MCM7,719,46.25,khorsand-ncbi-gordon,khorsand
P0DTC6,P35268,RL22,128,51.49,khorsand-ncbi-gordon,khorsand
P0DTC6,P35606,COPB2,906,44.34,khorsand-ncbi-gordon,khorsand
P0DTC6,P35637,FUS,526,49.51,khorsand-ncbi-gordon,khorsand
P0DTC6,P35998,PRS7,433,40.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P37108,SRP14,136,62.89,khorsand-ncbi-gordon,khorsand
P0DTC6,P38159,RBMX,391,94.75,khorsand-ncbi-gordon,khorsand
P0DTC6,P38646,GRP75,679,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P39019,RS19,145,61.3,khorsand-ncbi-gordon,khorsand
P0DTC6,P40227,TCPZ,531,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P42285,MTREX,1042,58.77,khorsand-ncbi-gordon,khorsand
P0DTC6,P42677,RS27,84,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P43307,SSRA,286,40.44,khorsand-ncbi-gordon,khorsand
P0DTC6,P46087,NOP2,812,71.46,khorsand-ncbi-gordon,khorsand
P0DTC6,P46781,RS9,194,72.62,khorsand-ncbi-gordon,khorsand
P0DTC6,P46782,RS5,204,54.89,khorsand-ncbi-gordon,khorsand
P0DTC6,P46783,RS10,165,46.7,khorsand-ncbi-gordon,khorsand
P0DTC6,P46977,STT3A,705,46.45,khorsand-ncbi-gordon,khorsand
P0DTC6,P47897,SYQ,775,41.38,khorsand-ncbi-gordon,khorsand
P0DTC6,P48643,TCPE,541,69.05,khorsand-ncbi-gordon,khorsand
P0DTC6,P49368,TCPG,545,45.25,khorsand-ncbi-gordon,khorsand
P0DTC6,P50991,TCPD,539,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P51116,FXR2,673,51.52,khorsand-ncbi-gordon,khorsand
P0DTC6,P51398,RT29,398,70.59,khorsand-ncbi-gordon,khorsand
P0DTC6,P51617,IRAK1,712,49.3,khorsand-ncbi-gordon,khorsand
P0DTC6,P51648,AL3A2,485,54.58,khorsand-ncbi-gordon,khorsand
P0DTC6,P51665,PSMD7,324,43.22,khorsand-ncbi-gordon,khorsand
P0DTC6,P52292,IMA1,529,72.59,khorsand-ncbi-gordon,khorsand
P0DTC6,P52294,IMA5,538,87.12,khorsand-ncbi-gordon,khorsand
P0DTC6,P52597,HNRPF,415,40.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P52815,RM12,198,54.15,khorsand-ncbi-gordon,khorsand
P0DTC6,P53007,TXTP,311,66.83,khorsand-ncbi-gordon,khorsand
P0DTC6,P53396,ACLY,1101,50.8,khorsand-ncbi-gordon,khorsand
P0DTC6,P53618,COPB,953,43.81,khorsand-ncbi-gordon,khorsand
P0DTC6,P55084,ECHB,474,58.86,khorsand-ncbi-gordon,khorsand
P0DTC6,P55884,EIF3B,814,47.41,khorsand-ncbi-gordon,khorsand
P0DTC6,P60660,MYL6,151,43.09,khorsand-ncbi-gordon,khorsand
P0DTC6,P60709,ACTB,375,50.56,khorsand-ncbi-gordon,khorsand
P0DTC6,P60903,S10AA,97,51.02,khorsand-ncbi-gordon,khorsand
P0DTC6,P61247,RS3A,264,55.33,khorsand-ncbi-gordon,khorsand
P0DTC6,P61254,RL26,145,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P62191,PRS4,440,43.35,khorsand-ncbi-gordon,khorsand
P0DTC6,P62195,PRS8,406,44.61,khorsand-ncbi-gordon,khorsand
P0DTC6,P62244,RS15A,130,61.3,khorsand-ncbi-gordon,khorsand
P0DTC6,P62263,RS14,151,45.82,khorsand-ncbi-gordon,khorsand
P0DTC6,P62269,RS18,152,50.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P62277,RS13,151,45.8,khorsand-ncbi-gordon,khorsand
P0DTC6,P62314,SMD1,119,47.14,khorsand-ncbi-gordon,khorsand
P0DTC6,P62333,PRS10,389,52.73,khorsand-ncbi-gordon,khorsand
P0DTC6,P62841,RS15,145,45.8,khorsand-ncbi-gordon,khorsand
P0DTC6,P62899,RL31,125,40.95,khorsand-ncbi-gordon,khorsand
P0DTC6,P62917,RL8,257,44.01,khorsand-ncbi-gordon,khorsand
P0DTC6,P63104,1433Z,245,47.23,khorsand-ncbi-gordon,khorsand
P0DTC6,P67809,YBOX1,324,40.31,khorsand-ncbi-gordon,khorsand
P0DTC6,P68104,EF1A1,462,57.62,khorsand-ncbi-gordon,khorsand
P0DTC6,P78527,PRKDC,4128,45.01,khorsand-ncbi-gordon,khorsand
P0DTC6,P82650,RT22,360,74.19,khorsand-ncbi-gordon,khorsand
P0DTC6,P82663,RT25,173,43.26,khorsand-ncbi-gordon,khorsand
P0DTC6,P82673,RT35,323,63.25,khorsand-ncbi-gordon,khorsand
P0DTC6,P82675,RT05,430,59.2,khorsand-ncbi-gordon,khorsand
P0DTC6,P82912,RT11,194,56.59,khorsand-ncbi-gordon,khorsand
P0DTC6,P82914,RT15,257,66.81,khorsand-ncbi-gordon,khorsand
P0DTC6,P82930,RT34,218,72.43,khorsand-ncbi-gordon,khorsand
P0DTC6,P82932,RT06,125,69.7,khorsand-ncbi-gordon,khorsand
P0DTC6,P82933,RT09,396,69.7,khorsand-ncbi-gordon,khorsand
