Drug,Unnamed: 1,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
  CHEMBL200469,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL563327,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL112953,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL563168,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL207701,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL326564,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL200255,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL324951,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL252124,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL404630,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL549340,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL470365,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  CHEMBL538937,,HSP90AA1,8.71,0.64,0.07502175805047868,0.0018777689757357042
  RADICICOL,,HSP90AA1,7.26,0.11,0.062402088772845955,0.00032274154270457413
  XL-888,,HSP90AA1,6.53,0.16,0.05604873803307225,0.00046944224393392605
  HERBIMYCIN,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  TOXYLOXANTHONE C,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  CHEMBL1385558,,HSP90AA1,4.36,0.16,0.03716275021758051,0.00046944224393392605
  GEDUNIN,,HSP90AA1,4.36,0.11,0.03716275021758051,0.00032274154270457413
  CELASTROL,,HSP90AA1,4.36,0.16,0.03716275021758051,0.00046944224393392605
  ZEARALANONE,,HSP90AA1,4.36,0.16,0.03716275021758051,0.00046944224393392605
  CHEMBL463701,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  EFUNGUMAB,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  KW-2478,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  DESACETYL SALANNIN,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  TERCONAZOLE,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  TOTAROL,,HSP90AA1,4.36,0.32,0.03716275021758051,0.0009388844878678521
  COPPER,,HSP90AA1,3.75,0.0,0.03185378590078329,0.0
  SILIBININ,,HSP90AA1,3.63,0.05,0.030809399477806792,0.0001467007012293519
  CHEMBL548540,,HSP90AA1,2.9,0.11,0.024456048738033073,0.00032274154270457413
  SULCONAZOLE NITRATE,,HSP90AA1,2.9,0.11,0.024456048738033073,0.00032274154270457413
  DERRUBONE,,HSP90AA1,2.9,0.11,0.024456048738033073,0.00032274154270457413
  GAMBOGIC ACID,,HSP90AA1,2.9,0.07,0.024456048738033073,0.00020538098172109265
  CHEMBL399530,,HSP90AA1,2.49,0.09,0.02088772845953003,0.0002640612622128334
  CHEMBL588804,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  TRIADIMENOL,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  NEDOCROMIL,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  BUTOCONAZOLE NITRATE,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  CHEMBL534423,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  CHEMBL1688556,,HSP90AA1,2.18,0.16,0.01818973020017407,0.00046944224393392605
  CHEMBL590184,,HSP90AA1,2.18,0.08,0.01818973020017407,0.00023472112196696302
  QUERCETIN,,HSP90AA1,2.16,0.01,0.01801566579634465,2.9340140245870378e-05
  CHEMBL365617,,HSP90AA1,1.94,0.07,0.01610095735422106,0.00020538098172109265
  SERTACONAZOLE NITRATE,,HSP90AA1,1.74,0.06,0.014360313315926894,0.00017604084147522224
  BROXYQUINOLINE,,HSP90AA1,1.74,0.06,0.014360313315926894,0.00017604084147522224
  CHEMBL473721,,HSP90AA1,1.63,0.04,0.0134029590948651,0.00011736056098348151
  CHEMBL591137,,HSP90AA1,1.63,0.04,0.0134029590948651,0.00011736056098348151
  CHEMBL260342,,HSP90AA1,1.63,0.04,0.0134029590948651,0.00011736056098348151
  CHEMBL548615,,HSP90AA1,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL530499,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  CHEMBL601768,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  METHYLBENZETHONIUM CHLORIDE,,HSP90AA1,1.45,0.05,0.011836379460400347,0.0001467007012293519
  CHEMBL565893,,HSP90AA1,1.45,0.05,0.011836379460400347,0.0001467007012293519
  HALOFANTRINE HYDROCHLORIDE,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  ONALESPIB,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  CHEMBL1256761,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  IODOQUINOL,,HSP90AA1,1.45,0.04,0.011836379460400347,0.00011736056098348151
  OLEOYLETHANOLAMIDE,,HSP90AA1,1.45,0.11,0.011836379460400347,0.00032274154270457413
  ZEARALENONE,,HSP90AA1,1.34,0.02,0.010879025239338556,5.8680280491740756e-05
  CHLOROXINE,,HSP90AA1,1.31,0.03,0.01061792863359443,8.802042073761112e-05
  CHEMBL538798,,HSP90AA1,1.31,0.03,0.01061792863359443,8.802042073761112e-05
  CHEMBL1546228,,HSP90AA1,1.24,0.05,0.01000870322019147,0.0001467007012293519
  CLIOQUINOL,,HSP90AA1,1.21,0.02,0.009747606614447344,5.8680280491740756e-05
  CHEMBL591126,,HSP90AA1,1.19,0.03,0.009573542210617928,8.802042073761112e-05
  THIRAM,,HSP90AA1,1.14,0.01,0.009138381201044385,2.9340140245870378e-05
  CHEMBL599098,,HSP90AA1,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL592600,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  TERPYRIDINE,,HSP90AA1,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL591363,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL582099,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL591361,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  PROPICONAZOLE,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  GERONTOXANTHONE I,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL602363,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL582983,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL591876,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL1439833,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  ZERANOL,,HSP90AA1,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL585827,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  CHEMBL547285,,HSP90AA1,1.09,0.08,0.008703220191470845,0.00023472112196696302
  POLAPREZINC,,HSP90AA1,1.09,0.04,0.008703220191470845,0.00011736056098348151
  CHEMBL523200,,HSP90AA1,1.02,0.02,0.008093994778067886,5.8680280491740756e-05
  AMLEXANOX,,HSP90AA1,0.97,0.02,0.007658833768494343,5.8680280491740756e-05
  FLUCONAZOLE,,HSP90AA1,0.97,0.04,0.007658833768494343,0.00011736056098348151
  CHEMBL599255,,HSP90AA1,0.97,0.04,0.007658833768494343,0.00011736056098348151
  WORTMANNIN,,HSP90AA1,0.94,0.01,0.0073977371627502175,2.9340140245870378e-05
  DAUNORUBICIN HYDROCHLORIDE,,HSP90AA1,0.92,0.01,0.007223672758920802,2.9340140245870378e-05
  CHEMBL53898,,HSP90AA1,0.92,0.02,0.007223672758920802,5.8680280491740756e-05
  FENTICLOR,,HSP90AA1,0.92,0.02,0.007223672758920802,5.8680280491740756e-05
  CHEMBL578512,,HSP90AA1,0.9,0.01,0.007049608355091385,2.9340140245870378e-05
  CHEMBL1567571,,HSP90AA1,0.87,0.02,0.006788511749347259,5.8680280491740756e-05
  PHENANTHROLINE,,HSP90AA1,0.87,0.02,0.006788511749347259,5.8680280491740756e-05
  CHEMBL505670,,HSP90AA1,0.87,0.01,0.006788511749347259,2.9340140245870378e-05
  MICONAZOLE NITRATE,,HSP90AA1,0.87,0.06,0.006788511749347259,0.00017604084147522224
  CICLOPIROX OLAMINE,,HSP90AA1,0.87,0.06,0.006788511749347259,0.00017604084147522224
  CLOXYQUIN,,HSP90AA1,0.87,0.03,0.006788511749347259,8.802042073761112e-05
  THIMEROSAL,,HSP90AA1,0.84,0.01,0.006527415143603134,2.9340140245870378e-05
  HEXACHLOROPHENE,,HSP90AA1,0.81,0.01,0.006266318537859009,2.9340140245870378e-05
  BIFONAZOLE,,HSP90AA1,0.79,0.03,0.006092254134029592,8.802042073761112e-05
  ITRACONAZOLE,,HSP90AA1,0.79,0.03,0.006092254134029592,8.802042073761112e-05
  PYRITHIONE,,HSP90AA1,0.79,0.03,0.006092254134029592,8.802042073761112e-05
  ECONAZOLE NITRATE,,HSP90AA1,0.79,0.03,0.006092254134029592,8.802042073761112e-05
  TETRACYCLINE,,HSP90AA1,0.77,0.02,0.0059181897302001745,5.8680280491740756e-05
  DOXORUBICIN HYDROCHLORIDE,,HSP90AA1,0.77,0.01,0.0059181897302001745,2.9340140245870378e-05
  DIACEREIN,,HSP90AA1,0.77,0.02,0.0059181897302001745,5.8680280491740756e-05
  NORDIHYDROGUAIARETIC ACID,,HSP90AA1,0.75,0.01,0.005744125326370758,2.9340140245870378e-05
  CHEMBL590927,,HSP90AA1,0.73,0.05,0.005570060922541341,0.0001467007012293519
  TRICLABENDAZOLE,,HSP90AA1,0.73,0.05,0.005570060922541341,0.0001467007012293519
  CHEMBL2095095,,HSP90AA1,0.73,0.02,0.005570060922541341,5.8680280491740756e-05
  CHEMBL1306556,,HSP90AA1,0.73,0.05,0.005570060922541341,0.0001467007012293519
  CHEMBL1098875,,HSP90AA1,0.73,0.05,0.005570060922541341,0.0001467007012293519
  RHEIN,,HSP90AA1,0.7,0.01,0.005308964316797215,2.9340140245870378e-05
  DISULFIRAM,,HSP90AA1,0.67,0.01,0.005047867711053091,2.9340140245870378e-05
  CHEMBL533226,,HSP90AA1,0.67,0.02,0.005047867711053091,5.8680280491740756e-05
  CHEMBL600694,,HSP90AA1,0.62,0.05,0.004612706701479548,0.0001467007012293519
  CHEMBL1287983,,HSP90AA1,0.62,0.05,0.004612706701479548,0.0001467007012293519
  CYCLOHEXIMIDE,,HSP90AA1,0.62,0.02,0.004612706701479548,5.8680280491740756e-05
  CHEMBL1466186,,HSP90AA1,0.54,0.04,0.00391644908616188,0.00011736056098348151
  ALEXIDINE HYDROCHLORIDE,,HSP90AA1,0.51,0.02,0.0036553524804177552,5.8680280491740756e-05
  DICHLOROPHEN,,HSP90AA1,0.48,0.02,0.0033942558746736296,5.8680280491740756e-05
  CLOTRIMAZOLE,,HSP90AA1,0.48,0.01,0.0033942558746736296,2.9340140245870378e-05
  THONZONIUM BROMIDE,,HSP90AA1,0.48,0.04,0.0033942558746736296,0.00011736056098348151
  DIPYRIDAMOLE,,HSP90AA1,0.48,0.01,0.0033942558746736296,2.9340140245870378e-05
  POMIFERIN,,HSP90AA1,0.48,0.04,0.0033942558746736296,0.00011736056098348151
  CALCIMYCIN,,HSP90AA1,0.46,0.02,0.0032201914708442124,5.8680280491740756e-05
  SCLEROTIORIN,,HSP90AA1,0.44,0.03,0.0030461270670147957,8.802042073761112e-05
  CHEMBL428064,,HSP90AA1,0.44,0.03,0.0030461270670147957,8.802042073761112e-05
  TRICLOSAN,,HSP90AA1,0.44,0.03,0.0030461270670147957,8.802042073761112e-05
  CALMIDAZOLIUM CHLORIDE,,HSP90AA1,0.44,0.02,0.0030461270670147957,5.8680280491740756e-05
  CHEMBL1224755,,HSP90AA1,0.4,0.03,0.0026979982593559626,8.802042073761112e-05
  CHEMBL578944,,HSP90AA1,0.4,0.03,0.0026979982593559626,8.802042073761112e-05
  KEPONE,,HSP90AA1,0.36,0.03,0.002349869451697128,8.802042073761112e-05
  NANAOMYCIN,,HSP90AA1,0.34,0.02,0.0021758050478677114,5.8680280491740756e-05
  CETYLPYRIDINIUM BROMIDE,,HSP90AA1,0.34,0.02,0.0021758050478677114,5.8680280491740756e-05
  KETOCONAZOLE,,HSP90AA1,0.34,0.01,0.0021758050478677114,2.9340140245870378e-05
  CHEMBL528694,,HSP90AA1,0.31,0.02,0.0019147084421235858,5.8680280491740756e-05
  NITROXOLINE,,HSP90AA1,0.31,0.02,0.0019147084421235858,5.8680280491740756e-05
  MICONAZOLE,,HSP90AA1,0.23,0.02,0.0012184508268059185,5.8680280491740756e-05
  GELDANAMYCIN,,HSP90AB1,27.88,1.41,0.24186248912097477,0.004136959774667723
  RADICICOL,,HSP90AB1,21.78,1.32,0.18877284595300264,0.0038728985124548898
  TANESPIMYCIN,,HSP90AB1,18.43,1.12,0.1596170583115753,0.0032860957075374823
  CHEMBL113690,,HSP90AB1,17.42,2.64,0.15082680591818975,0.0077457970249097795
  CHEMBL553939,,HSP90AB1,13.07,1.98,0.11296779808529157,0.005809347768682334
  ALVESPIMYCIN,,HSP90AB1,9.8,0.99,0.0845082680591819,0.002904673884341167
  RADANAMYCIN,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  RETASPIMYCIN HYDROCHLORIDE,,HSP90AB1,8.71,0.88,0.07502175805047868,0.002581932341636593
  CHEMBL2022241,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  RETASPIMYCIN,,HSP90AB1,8.71,0.88,0.07502175805047868,0.002581932341636593
  MONOCILLIN I,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  COUMERMYCIN A1,,HSP90AB1,8.71,2.64,0.07502175805047868,0.0077457970249097795
  CYCLOPROPARADICICOL,,HSP90AB1,8.71,2.64,0.07502175805047868,0.0077457970249097795
  CHEMBL192264,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  CUCURBITACIN D,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  CHEMBL383189,,HSP90AB1,8.71,1.32,0.07502175805047868,0.0038728985124548898
  CHEMBL1235084,,HSP90AB1,8.71,2.64,0.07502175805047868,0.0077457970249097795
  GANETESPIB,,HSP90AB1,7.26,0.44,0.062402088772845955,0.0012909661708182965
  NOVOBIOCIN,,HSP90AB1,6.97,0.53,0.05987815491731941,0.0015550274330311301
  CELASTROL,,HSP90AB1,6.53,0.99,0.05604873803307225,0.002904673884341167
  GEDUNIN,,HSP90AB1,6.53,0.66,0.05604873803307225,0.0019364492562274449
  ZEARALANONE,,HSP90AB1,4.36,0.66,0.03716275021758051,0.0019364492562274449
  TAS-116,,HSP90AB1,4.36,1.32,0.03716275021758051,0.0038728985124548898
  PU-H71,,HSP90AB1,4.36,1.32,0.03716275021758051,0.0038728985124548898
  SILIBININ,,HSP90AB1,3.63,0.22,0.030809399477806792,0.0006454830854091483
  XL-888,,HSP90AB1,3.27,0.33,0.027676240208877288,0.0009682246281137224
  LUMINESPIB,,HSP90AB1,3.27,0.33,0.027676240208877288,0.0009682246281137224
  GAMBOGIC ACID,,HSP90AB1,2.9,0.29,0.024456048738033073,0.0008508640671302408
  DERRUBONE,,HSP90AB1,2.9,0.44,0.024456048738033073,0.0012909661708182965
  CHEMBL399530,,HSP90AB1,2.49,0.38,0.02088772845953003,0.0011149253293430744
  ZEARALENONE,,HSP90AB1,1.34,0.1,0.010879025239338556,0.0002934014024587038
  ZERANOL,,HSP90AB1,1.09,0.17,0.008703220191470845,0.0004987823841797964
  POLAPREZINC,,HSP90AB1,1.09,0.17,0.008703220191470845,0.0004987823841797964
  BEVACIZUMAB,,HSP90AB1,1.06,0.06,0.00844212358572672,0.00017604084147522224
  DAUNORUBICIN HYDROCHLORIDE,,HSP90AB1,0.92,0.04,0.007223672758920802,0.00011736056098348151
  CHEMBL53898,,HSP90AB1,0.92,0.07,0.007223672758920802,0.00020538098172109265
  CHEMBL578512,,HSP90AB1,0.9,0.05,0.007049608355091385,0.0001467007012293519
  TETRACYCLINE,,HSP90AB1,0.77,0.08,0.0059181897302001745,0.00023472112196696302
  DOXORUBICIN HYDROCHLORIDE,,HSP90AB1,0.77,0.04,0.0059181897302001745,0.00011736056098348151
  DIACEREIN,,HSP90AB1,0.77,0.08,0.0059181897302001745,0.00023472112196696302
  NORDIHYDROGUAIARETIC ACID,,HSP90AB1,0.75,0.04,0.005744125326370758,0.00011736056098348151
  RHEIN,,HSP90AB1,0.7,0.05,0.005308964316797215,0.0001467007012293519
  DIPYRIDAMOLE,,HSP90AB1,0.48,0.02,0.0033942558746736296,5.8680280491740756e-05
  FAMOXADONE,,CYC1,5.23,2.84,0.04473455178416015,0.008332599829827186
  COENZYME Q2,,CYC1,5.23,2.84,0.04473455178416015,0.008332599829827186
  CHEMBL1235570,,CYC1,5.23,2.84,0.04473455178416015,0.008332599829827186
  AZOXYSTROBIN,,CYC1,4.36,2.37,0.03716275021758051,0.006953613238271279
  PRIMAQUINE,,KRT7,3.92,17.04,0.03333333333333334,0.04999559897896312
  COPPER,,PRSA,5.63,0.24,0.04821583986074848,0.000704163365900889
  TIGAPOTIDE,,PRSA,4.36,11.36,0.03716275021758051,0.03333039931930874
  DAUNORUBICIN,,PRSA,1.95,0.34,0.01618798955613577,0.0009975647683595928
  DOXORUBICIN,,PRSA,1.83,0.24,0.01514360313315927,0.000704163365900889
  MITOXANTRONE,,PRSA,1.49,0.55,0.012184508268059183,0.0016137077135228708
  CARBAMAZEPINE,,HSPA1A,0.73,2.37,0.005570060922541341,0.006953613238271279
  COPPER,,HSPD1,5.63,0.3,0.04821583986074848,0.0008802042073761113
  CETRORELIX,,HSPD1,4.36,7.1,0.03716275021758051,0.020831499574567966
  DIAPEP-277,,HSPD1,2.18,7.1,0.01818973020017407,0.020831499574567966
  ATORVASTATIN,,HSPD1,0.68,0.44,0.0051348999129677995,0.0012909661708182965
  MOROCTOCOG ALFA,,HSPA5,7.92,1.22,0.06814621409921671,0.003579497109996186
  COPPER,,HSPA5,5.63,0.07,0.04821583986074848,0.00020538098172109265
  STROBOPININ,,HSPA5,4.36,3.34,0.03716275021758051,0.009799606842120705
  IT-139,,HSPA5,2.18,1.67,0.01818973020017407,0.004899803421060353
  CHEMBL524376,,HSPA5,1.45,1.11,0.011836379460400347,0.003256755567291612
  5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB],,HSPA5,1.45,1.11,0.011836379460400347,0.003256755567291612
  CHLORQUINALDOL,,HSPA5,1.09,0.84,0.008703220191470845,0.0024645717806531116
  THAPSIGARGIN,,HSPA5,1.09,0.84,0.008703220191470845,0.0024645717806531116
  FLUOROURACIL,,HSPA5,1.08,0.06,0.008616187989556138,0.00017604084147522224
  DAPHNETIN,,HSPA5,0.97,0.37,0.007658833768494343,0.0010855851890972038
  CHEMBL56543,,HSPA5,0.93,0.24,0.0073107049608355104,0.000704163365900889
  CHEMBL480626,,HSPA5,0.87,0.67,0.006788511749347259,0.0019657893964733155
  4-METHYLDAPHNETIN,,HSPA5,0.87,0.67,0.006788511749347259,0.0019657893964733155
  CHEMBL67535,,HSPA5,0.69,0.18,0.005221932114882507,0.0005281225244256667
  NORGESTREL,,HSPA5,0.62,0.48,0.004612706701479548,0.001408326731801778
  EUPAFOLIN,,HSPA5,0.27,0.21,0.0015665796344647522,0.0006161429451632779
  MIANSERIN,,HSPA5,0.16,0.12,0.0006092254134029592,0.0003520816829504445
  ARTENIMOL,,HSPA8,7.53,0.08,0.06475195822454309,0.00023472112196696302
  CHEMBL487046,,HSPA8,4.36,3.16,0.03716275021758051,0.009271484317695039
  CHEMBL502775,,HSPA8,4.36,1.58,0.03716275021758051,0.004635742158847519
  CHEMBL516357,,HSPA8,4.36,3.16,0.03716275021758051,0.009271484317695039
  COPPER,,HSPA8,3.75,0.04,0.03185378590078329,0.00011736056098348151
  ANTIBIOTIC,,HSPA8,3.48,0.63,0.029503916449086166,0.0018484288354898338
  CHEMBL471004,,HSPA8,2.18,1.58,0.01818973020017407,0.004635742158847519
  CISPLATIN,,HSPA8,1.77,0.04,0.01462140992167102,0.00011736056098348151
  ACETAMINOPHEN,,HSPA8,1.31,0.16,0.01061792863359443,0.00046944224393392605
  TRETINOIN,,HSPA8,1.19,0.14,0.009573542210617928,0.0004107619634421853
  DEXAMETHASONE,,HSPA8,1.11,0.07,0.008877284595300261,0.00020538098172109265
  CHEMBL1481974,,HSPA8,1.09,0.39,0.008703220191470845,0.0011442654695889448
  DASATINIB,,HSPA8,0.98,0.08,0.007745865970409052,0.00023472112196696302
  HEXACHLOROPHENE,,HSPA8,0.81,0.07,0.006266318537859009,0.00020538098172109265
  ADENOSINE DIPHOSPHATE,,HSPA8,0.73,0.53,0.005570060922541341,0.0015550274330311301
  BUPIVACAINE,,HSPA8,0.67,0.49,0.005047867711053091,0.0014376668720476485
  ADENOSINE TRIPHOSPHATE,,HSPA8,0.53,0.06,0.0038294168842471724,0.00017604084147522224
  ELLAGIC ACID,,HSPA8,0.48,0.07,0.0033942558746736296,0.00020538098172109265
  THIOCTIC ACID,,SLC2A1,8.71,8.74,0.07502175805047868,0.02564328257489071
  CARBOXYMETHYLCELLULOSE,,SLC2A1,8.71,8.74,0.07502175805047868,0.02564328257489071
  PIOGLITAZONE,,SLC2A1,1.54,0.51,0.012619669277632724,0.0014963471525393892
  THYMIDINE,,SLC2A1,1.45,1.46,0.011836379460400347,0.004283660475897075
  ROSIGLITAZONE,,SLC2A1,1.36,0.27,0.011053089643167972,0.0007921837866385002
  RESVERATROL,,SLC2A1,1.3,0.13,0.010530896431679721,0.0003814218231963149
  TRIAMCINOLONE,,SLC2A1,1.14,0.38,0.009138381201044385,0.0011149253293430744
  GENISTEIN,,SLC2A1,0.98,0.14,0.007745865970409052,0.0004107619634421853
  DIAZEPAM,,SLC2A1,0.87,0.29,0.006788511749347259,0.0008508640671302408
  PHENYTOIN,,SLC2A1,0.83,0.21,0.006440382941688425,0.0006161429451632779
  PROGESTERONE,,SLC2A1,0.79,0.11,0.006092254134029592,0.00032274154270457413
  GENTAMICIN,,SLC2A1,0.76,0.38,0.005831157528285467,0.0011149253293430744
  GLUFOSFAMIDE,,SLC2A1,0.54,0.55,0.00391644908616188,0.0016137077135228708
  DEOXYCHOLIC ACID,,PCNA,4.36,14.2,0.03716275021758051,0.04166299914913593
  CAPSAICIN,,PCNA,1.54,1.67,0.012619669277632724,0.004899803421060353
  LIOTHYRONINE,,PCNA,0.97,3.16,0.007658833768494343,0.009271484317695039
  PENTOXIFYLLINE,,PCNA,0.25,0.81,0.0013925152306353353,0.002376551359915501
  ETIDRONIC ACID,,SLC25A6,4.65,7.57,0.039686684073107055,0.022210486166123877
  CLODRONIC ACID,,SLC25A6,2.61,5.68,0.02193211488250653,0.01666519965965437
  TRIBUTYRIN,,XRCC5,4.36,5.68,0.03716275021758051,0.01666519965965437
  CAMPTOTHECIN,,XRCC5,2.18,0.63,0.01818973020017407,0.0018484288354898338
  PHENYLBUTANOIC ACID,,XRCC5,1.87,1.62,0.015491731940818104,0.004753102719831002
  CISPLATIN,,XRCC5,1.77,0.15,0.01462140992167102,0.00044010210368805564
  THALIDOMIDE,,XRCC5,0.97,0.63,0.007658833768494343,0.0018484288354898338
  LACTIMIDOMYCIN,,EEF2,8.71,14.2,0.07502175805047868,0.04166299914913593
  CHEMBL384759,,EEF2,7.26,0.79,0.062402088772845955,0.0023178710794237597
  MOXETUMOMAB PASUDOTOX,,EEF2,4.36,7.1,0.03716275021758051,0.020831499574567966
  ESKETAMINE,,EEF2,3.92,2.13,0.03333333333333334,0.00624944987237039
  PJ34,,EEF2,2.9,4.73,0.024456048738033073,0.01387788633629669
  OPORTUZUMAB MONATOX,,EEF2,2.18,3.55,0.01818973020017407,0.010415749787283983
  CYCLOHEXIMIDE,,EEF2,1.24,1.01,0.01000870322019147,0.0029633541648329082
  DENILEUKIN DIFTITOX,,EEF2,1.09,1.78,0.008703220191470845,0.005222544963764927
  PYRIDINE-2,,P4HA1,8.71,22.72,0.07502175805047868,0.06666079863861749
  HYDRALAZINE,,P4HA1,6.41,3.34,0.055004351610095745,0.009799606842120705
  LUFIRONIL,,P4HA1,4.36,11.36,0.03716275021758051,0.03333039931930874
  SAFIRONIL,,P4HA1,4.36,11.36,0.03716275021758051,0.03333039931930874
  PROLINE,,P4HA1,3.73,1.62,0.031679721496953875,0.004753102719831002
  CHEMBL1941138,,PKM,17.42,5.28,0.15082680591818975,0.015491594049819559
  CHEMBL1084625,,PKM,8.71,2.64,0.07502175805047868,0.0077457970249097795
  CHEMBL1088762,,PKM,8.71,2.64,0.07502175805047868,0.0077457970249097795
  CHEMBL1090777,,PKM,8.71,2.64,0.07502175805047868,0.0077457970249097795
  ARTENIMOL,,PKM,7.53,0.03,0.06475195822454309,8.802042073761112e-05
  PYRUVATE,,PKM,7.47,0.57,0.06422976501305483,0.0016723879940146113
  PHOSPHOGLYCOLIC ACID,,PKM,6.97,1.06,0.05987815491731941,0.0031100548660622602
  CHEMBL1091502,,PKM,4.36,1.32,0.03716275021758051,0.0038728985124548898
  TT-232,,PKM,4.36,1.32,0.03716275021758051,0.0038728985124548898
  MITAPIVAT,,PKM,4.36,1.32,0.03716275021758051,0.0038728985124548898
  CHEMBL585265,,PKM,4.36,1.32,0.03716275021758051,0.0038728985124548898
