Drug_name,GENE,Query Score,Interaction Score,Normalized_query_score,Normalized_interaction_score
PHENETHYLISOTHIOCYANATE,YWHAB,5.26,1.07,0.044995648,0.003139395
COPPER,YWHAB,3.75,0.39,0.031853786,0.001144265
CARBAMAZEPINE,HSPA1L,0.73,2.37,0.005570061,0.006953613
ROCAGLAMIDE,PHB,8.71,28.4,0.075021758,0.083325998
DIDESMETHYLROCAGLAMIDE,PHB,8.71,28.4,0.075021758,0.083325998
COPPER,KRT9,3.75,0.26,0.031853786,0.000762844
METHYLDOPA,KRT9,2.04,0.24,0.016971279,0.000704163
ZINC CHLORIDE,KRT9,1.89,0.39,0.015665796,0.001144265
CARFILZOMIB,PSMC2,6.11,1,0.052393386,0.002934014
BORTEZOMIB,PSMC2,5.42,0.63,0.046388164,0.001848429
IXAZOMIB CITRATE,PSMC2,2.29,0.37,0.019147084,0.001085585
OPROZOMIB,PSMC2,2.23,0.36,0.018624891,0.001056245
QUERCETIN,ATP5C1,2.16,0.54,0.018015666,0.001584368
PICEATANNOL,ATP5C1,1.45,2.37,0.011836379,0.006953613
ARTENIMOL,RPL4,7.53,1.4,0.064751958,0.00410762
BAFILOMYCIN A1,ATP6V1A,8.71,56.81,0.075021758,0.166681337
ETIDRONIC ACID,ATP6V1A,3.48,5.68,0.029503916,0.0166652
ARTENIMOL,RPS19,7.53,0.7,0.064751958,0.00205381
DEXAMETHASONE,RPS19,1.11,0.66,0.008877285,0.001936449
ANISOMYCIN,RPL3,5.81,2.1,0.049782419,0.006161429
XANTHINOL,RPL3,5.81,6.31,0.049782419,0.018513628
PUROMYCIN,RPL3,5.66,1.89,0.048476936,0.005545287
ANISOMYCIN,RPL13A,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL13A,5.66,2.84,0.048476936,0.0083326
CHEMBL384759,ARL1,3.63,3.16,0.030809399,0.009271484
ISOLEUCINE,IARS,5.23,68.17,0.044734552,0.200011736
ARTENIMOL,RPL35,7.53,1.4,0.064751958,0.00410762
PHENETHYLISOTHIOCYANATE,RANBP1,5.26,1.07,0.044995648,0.003139395
COPPER,RANBP1,3.75,0.39,0.031853786,0.001144265
CHEMBL3185220,VDAC2,6.53,21.3,0.056048738,0.062494499
OLESOXIME,VDAC2,2.18,7.1,0.01818973,0.0208315
CHEMBL1230051,MAPK9,8.71,3.25,0.075021758,0.009535546
TANZISERTIB,MAPK9,2.9,1.08,0.024456049,0.003168735
CARDAMOMIN,MAPK9,2.9,1.08,0.024456049,0.003168735
CAMPTOTHECIN,MAPK9,2.18,0.09,0.01818973,0.000264061
BENTAMAPIMOD,MAPK9,1.45,0.54,0.011836379,0.001584368
BRIMAPITIDE,MAPK9,1.45,0.54,0.011836379,0.001584368
CC-401,MAPK9,1.45,0.54,0.011836379,0.001584368
SB-202190,MAPK9,1.24,0.09,0.010008703,0.000264061
SORAFENIB,MAPK9,1.23,0.04,0.009921671,0.000117361
RGB-286638,MAPK9,1.01,0.12,0.008006963,0.000352082
FOSTAMATINIB,MAPK9,0.96,0.01,0.007571802,2.93E-05
PAMAPIMOD,MAPK9,0.87,0.32,0.006788512,0.000938884
GO-6976,MAPK9,0.81,0.04,0.006266319,0.000117361
PALBOCICLIB,MAPK9,0.74,0.03,0.005657093,8.80E-05
CHEMBL210618,MAPK9,0.73,0.27,0.005570061,0.000792184
SB-220025,MAPK9,0.7,0.05,0.005308964,0.000146701
CYC-116,MAPK9,0.67,0.02,0.005047868,5.87E-05
CHEMBL406845,MAPK9,0.62,0.06,0.004612707,0.000176041
CHEMBL1997335,MAPK9,0.62,0.04,0.004612707,0.000117361
GW441756X,MAPK9,0.6,0.02,0.004438642,5.87E-05
PD-0166285,MAPK9,0.59,0.03,0.00435161,8.80E-05
DORAMAPIMOD,MAPK9,0.59,0.07,0.00435161,0.000205381
PAZOPANIB,MAPK9,0.58,0.04,0.004264578,0.000117361
TAK-715,MAPK9,0.54,0.07,0.003916449,0.000205381
R-406,MAPK9,0.54,0.02,0.003916449,5.87E-05
RG-1530,MAPK9,0.51,0.02,0.003655352,5.87E-05
TAE-684,MAPK9,0.51,0.02,0.003655352,5.87E-05
SB-203580,MAPK9,0.5,0.06,0.00356832,0.000176041
PF-00562271,MAPK9,0.5,0.02,0.00356832,5.87E-05
R-1487,MAPK9,0.48,0.18,0.003394256,0.000528123
CENISERTIB,MAPK9,0.45,0.01,0.003133159,2.93E-05
GEFITINIB,MAPK9,0.45,0.02,0.003133159,5.87E-05
LINIFANIB,MAPK9,0.44,0.02,0.003046127,5.87E-05
SP-600125,MAPK9,0.44,0.02,0.003046127,5.87E-05
OSI-632,MAPK9,0.3,0.04,0.001827676,0.000117361
COBIMETINIB,MAP2K3,1.56,0.58,0.012793734,0.001701728
ROSIGLITAZONE,MAP2K3,1.36,0.51,0.01105309,0.001496347
TRAMETINIB,MAP2K3,1.09,0.18,0.00870322,0.000528123
FOSTAMATINIB,MAP2K3,0.96,0.05,0.007571802,0.000146701
SELUMETINIB,MAP2K3,0.87,0.23,0.006788512,0.000674823
BINIMETINIB,MAP2K3,0.79,0.37,0.006092254,0.001085585
WX-554,MAP2K3,0.62,1.16,0.004612707,0.003403456
ARTENIMOL,RPS9,7.53,1.4,0.064751958,0.00410762
ARTENIMOL,RPS5,7.53,1.4,0.064751958,0.00410762
ARTENIMOL,ATP5O,7.53,1.4,0.064751958,0.00410762
ARTENIMOL,CCT3,7.53,1.4,0.064751958,0.00410762
CHEMBL384759,TUFM,7.26,2.1,0.062402089,0.006161429
METHYLDOPA,TUFM,2.04,0.24,0.016971279,0.000704163
ZINC CHLORIDE,TUFM,1.89,0.39,0.015665796,0.001144265
CYSTEINE,CARS,5.23,22.72,0.044734552,0.066660799
CHEMBL1161866,IDH3A,7.08,0.59,0.060835509,0.001731068
XANTHINOL,IDH3A,5.81,4.73,0.049782419,0.013877886
COPPER,IDH3A,3.75,0.2,0.031853786,0.000586803
METHYLDOPA,IDH3A,2.04,0.18,0.016971279,0.000528123
ARTENIMOL,RPL14,7.53,1.4,0.064751958,0.00410762
FOSTAMATINIB,IRAK1,0.96,0.02,0.007571802,5.87E-05
ALSTERPAULLONE,IRAK1,0.78,0.06,0.006005222,0.000176041
CHEMBL541400,IRAK1,0.71,0.08,0.005395997,0.000234721
SB-220025,IRAK1,0.7,0.09,0.005308964,0.000264061
CYC-116,IRAK1,0.67,0.03,0.005047868,8.80E-05
SORAFENIB,IRAK1,0.61,0.03,0.004525674,8.80E-05
GW441756X,IRAK1,0.6,0.04,0.004438642,0.000117361
CHEMBL225519,IRAK1,0.59,0.04,0.00435161,0.000117361
IMATINIB,IRAK1,0.58,0.04,0.004264578,0.000117361
R-406,IRAK1,0.54,0.04,0.003916449,0.000117361
SNS-314,IRAK1,0.52,0.07,0.003742385,0.000205381
RG-1530,IRAK1,0.51,0.03,0.003655352,8.80E-05
TAE-684,IRAK1,0.51,0.03,0.003655352,8.80E-05
PF-00562271,IRAK1,0.5,0.03,0.00356832,8.80E-05
GEFITINIB,IRAK1,0.45,0.04,0.003133159,0.000117361
CENISERTIB,IRAK1,0.45,0.02,0.003133159,5.87E-05
LINIFANIB,IRAK1,0.44,0.04,0.003046127,0.000117361
GS 6201,IRAK1,0.44,0.28,0.003046127,0.000821524
ILORASERTIB,IRAK1,0.37,0.03,0.002436902,8.80E-05
DOVITINIB,IRAK1,0.34,0.03,0.002175805,8.80E-05
CHEMBL1161866,ALDH3A2,4.72,0.79,0.040295909,0.002317871
DISULFIRAM,ALDH3A2,0.67,0.73,0.005047868,0.00214183
CHEMBL1161866,HSD17B4,4.72,1.58,0.040295909,0.004635742
PHENETHYLISOTHIOCYANATE,HNRNPF,5.26,2.14,0.044995648,0.00627879
FILANESIB,KIF11,13.07,10.02,0.112967798,0.029398821
CHEMBL481931,KIF11,13.07,10.02,0.112967798,0.029398821
MONASTROL,KIF11,8.71,3.34,0.075021758,0.009799607
AZD-4877,KIF11,8.71,6.68,0.075021758,0.019599214
S-TRITYL-L-CYSTEINE,KIF11,8.71,6.68,0.075021758,0.019599214
ISPINESIB,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL409102,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL392369,KIF11,8.71,6.68,0.075021758,0.019599214
DIMETHYLENASTRON,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL204459,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL205786,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL228369,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL205437,KIF11,8.71,6.68,0.075021758,0.019599214
(R)-MON-97,KIF11,8.71,6.68,0.075021758,0.019599214
CHEMBL380955,KIF11,8.71,6.68,0.075021758,0.019599214
SB-743921,KIF11,4.36,3.34,0.03716275,0.009799607
LITRONESIB,KIF11,4.36,3.34,0.03716275,0.009799607
CISPLATIN,PARS,1.77,0.74,0.01462141,0.00217117
PHENETHYLISOTHIOCYANATE,ACTB,5.26,0.54,0.044995648,0.001584368
QUERCETIN,ACTB,2.16,0.27,0.018015666,0.000792184
CYCLOPHOSPHAMIDE,ACTB,1.54,0.36,0.012619669,0.001056245
ETHINYL ESTRADIOL,ACTB,1.34,2.18,0.010879025,0.006396151
SILVESTROL,EIF4A1,8.71,37.87,0.075021758,0.111111111
HIPPURISTANOL,EIF4A1,8.71,37.87,0.075021758,0.111111111
COPPER,EIF4A1,3.75,0.26,0.031853786,0.000762844
LOMETREXOL,PRPS1,3.48,7.57,0.029503916,0.022210486
THIOGUANINE,PRPS1,2.01,1.46,0.016710183,0.00428366
MERCAPTOPURINE,PRPS1,0.97,1.05,0.007658834,0.003080715
PHENETHYLISOTHIOCYANATE,S100A10,5.26,1.07,0.044995648,0.003139395
DEXAMETHASONE,S100A10,1.11,0.66,0.008877285,0.001936449
SECRAMINE B,CDC42,8.71,16.23,0.075021758,0.047619048
SECRAMINE A,CDC42,8.71,16.23,0.075021758,0.047619048
CHEMBL563777,CDC42,8.71,8.12,0.075021758,0.023824194
CHEMBL554475,CDC42,8.71,8.12,0.075021758,0.023824194
CHEMBL562095,CDC42,8.71,8.12,0.075021758,0.023824194
CHEMBL384759,CDC42,7.26,0.9,0.062402089,0.002640613
GONADORELIN ACETATE,CDC42,2.18,4.06,0.01818973,0.011912097
ANISOMYCIN,RPL15,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL15,5.66,2.84,0.048476936,0.0083326
ARTENIMOL,HNRNPK,7.53,0.7,0.064751958,0.00205381
PHENETHYLISOTHIOCYANATE,HNRNPK,5.26,1.07,0.044995648,0.003139395
ARTENIMOL,RPS8,7.53,1.4,0.064751958,0.00410762
CHEMBL4244843,YWHAE,17.42,75.74,0.150826806,0.222222222
PHENETHYLISOTHIOCYANATE,YWHAE,5.26,0.71,0.044995648,0.00208315
INSULIN,YWHAE,0.34,0.74,0.002175805,0.00217117
ARTENIMOL,RPS18,7.53,1.4,0.064751958,0.00410762
ARTENIMOL,RPS13,7.53,1.4,0.064751958,0.00410762
ARTENIMOL,RPL23A,7.53,0.47,0.064751958,0.001378987
ANISOMYCIN,RPL23A,5.81,2.1,0.049782419,0.006161429
PUROMYCIN,RPL23A,5.66,1.89,0.048476936,0.005545287
ARTENIMOL,RPS6,7.53,1.4,0.064751958,0.00410762
CHEMBL384759,RAN,3.63,3.16,0.030809399,0.009271484
ANISOMYCIN,RPL23,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL23,5.66,2.84,0.048476936,0.0083326
ANISOMYCIN,RPL8,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL8,5.66,2.84,0.048476936,0.0083326
ANISOMYCIN,RPL8,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL8,5.66,2.84,0.048476936,0.0083326
CHEMBL563777,RAC1,8.71,5.68,0.075021758,0.0166652
CHEMBL562095,RAC1,8.71,5.68,0.075021758,0.0166652
CHEMBL257119,RAC1,8.71,11.36,0.075021758,0.033330399
CHEMBL554475,RAC1,8.71,5.68,0.075021758,0.0166652
CHEMBL579882,RAC1,4.36,5.68,0.03716275,0.0166652
DABRAFENIB,RAC1,3.98,0.74,0.033855527,0.00217117
VEMURAFENIB,RAC1,3.05,0.57,0.025761532,0.001672388
CHEMBL384759,RAC1,1.81,0.16,0.014969539,0.000469442
PLX-4720,RAC1,1.74,1.14,0.014360313,0.003344776
AZATHIOPRINE,RAC1,1.01,0.44,0.008006963,0.001290966
PHENETHYLISOTHIOCYANATE,YWHAZ,5.26,2.14,0.044995648,0.00627879
VITAMIN E,PPP2CA,3.73,8.12,0.031679721,0.023824194
LB-100,PPP2CA,2.9,9.47,0.024456049,0.027785113
SPARSOMYCIN,EEF1A1,8.71,18.94,0.075021758,0.055570226
ARTENIMOL,EEF1A1,7.53,0.23,0.064751958,0.000674823
COPPER,EEF1A1,3.75,0.13,0.031853786,0.000381422
CHEMBL384759,EEF1A1,3.63,0.53,0.030809399,0.001555027
METHYLDOPA,EEF1A1,2.04,0.12,0.016971279,0.000352082
ZINC CHLORIDE,EEF1A1,1.89,0.2,0.015665796,0.000586803
CHEMBL1233327,ACTA1,17.42,45.44,0.150826806,0.133321597
LATRUNCULIN A,ACTA1,13.07,17.04,0.112967798,0.049995599
SPHINXOLIDE B,ACTA1,8.71,22.72,0.075021758,0.066660799
SUCROSE,ACTA1,6.97,9.09,0.059878155,0.026670187
LATRUNCULIN B,ACTA1,2.9,7.57,0.024456049,0.022210486
COMBRETASTATIN A4,TUBA1B,19.36,0.59,0.167711053,0.001731068
NOCODAZOLE,TUBA1B,11.5,0.32,0.099303742,0.000938884
PACLITAXEL,TUBA1B,11.33,0.17,0.097824195,0.000498782
PATUPILONE,TUBA1B,9.5,0.36,0.081897302,0.001056245
PODOFILOX,TUBA1B,9.09,0.23,0.078328982,0.000674823
COLCHICINE,TUBA1B,8.8,0.24,0.075805048,0.000704163
EPOTHILONE D,TUBA1B,8.71,0.33,0.075021758,0.000968225
CHEMBL1935538,TUBA1B,5.64,0.16,0.048302872,0.000469442
MAYTANSINOL,TUBA1B,5.44,0.17,0.046562228,0.000498782
CHEMBL2036124,TUBA1B,5.44,0.17,0.046562228,0.000498782
ZAMPANOLIDE,TUBA1B,5.44,0.17,0.046562228,0.000498782
CHEMBL2036119,TUBA1B,5.44,0.17,0.046562228,0.000498782
CHEMBL1795737,TUBA1B,5.44,0.17,0.046562228,0.000498782
CHEMBL453818,TUBA1B,5.44,0.17,0.046562228,0.000498782
MAYTANSINE,TUBA1B,5.44,0.17,0.046562228,0.000498782
CYCLOSTREPTIN,TUBA1B,5.44,0.17,0.046562228,0.000498782
ABT-751,TUBA1B,4.84,0.15,0.041340296,0.000440102
VINCRISTINE,TUBA1B,4.81,0.09,0.041079199,0.000264061
VINORELBINE,TUBA1B,4.02,0.1,0.034203655,0.000293401
VINBLASTINE,TUBA1B,3.73,0.11,0.031679721,0.000322742
LARGAZOLE,TUBA1B,3.6,0.09,0.030548303,0.000264061
VORINOSTAT,TUBA1B,2.97,0.06,0.025065274,0.000176041
FOSBRETABULIN DISODIUM,TUBA1B,2.8,0.09,0.023585727,0.000264061
DOCETAXEL,TUBA1B,2.8,0.09,0.023585727,0.000264061
FOSBRETABULIN TROMETHAMINE,TUBA1B,2.8,0.09,0.023585727,0.000264061
CROLIBULIN,TUBA1B,2.8,0.09,0.023585727,0.000264061
VINFLUNINE,TUBA1B,2.8,0.09,0.023585727,0.000264061
VERUBULIN,TUBA1B,2.8,0.09,0.023585727,0.000264061
PACLITAXEL POLIGLUMEX,TUBA1B,2.8,0.09,0.023585727,0.000264061
DAVUNETIDE,TUBA1B,2.8,0.09,0.023585727,0.000264061
LEXIBULIN,TUBA1B,2.8,0.09,0.023585727,0.000264061
SAGOPILONE,TUBA1B,2.8,0.09,0.023585727,0.000264061
INDIBULIN,TUBA1B,2.61,0.09,0.021932115,0.000264061
ERIBULIN MESYLATE,TUBA1B,2.61,0.09,0.021932115,0.000264061
BRENTUXIMAB VEDOTIN,TUBA1B,2.61,0.09,0.021932115,0.000264061
TRASTUZUMAB EMTANSINE,TUBA1B,2.61,0.09,0.021932115,0.000264061
PLINABULIN,TUBA1B,2.61,0.09,0.021932115,0.000264061
VINORELBINE TARTRATE,TUBA1B,2.45,0.08,0.0205396,0.000234721
CABAZITAXEL,TUBA1B,2.31,0.08,0.019321149,0.000234721
VINCRISTINE SULFATE,TUBA1B,2.31,0.08,0.019321149,0.000234721
VINBLASTINE SULFATE,TUBA1B,2.06,0.07,0.017145344,0.000205381
CURCUMIN,TUBA1B,2,0.04,0.016623151,0.000117361
IXABEPILONE,TUBA1B,1.87,0.06,0.015491732,0.000176041
PODOFILOX,TUBA4A,25,0.62,0.216797215,0.001819089
COMBRETASTATIN A4,TUBA4A,19.36,0.57,0.167711053,0.001672388
NOCODAZOLE,TUBA4A,11.5,0.31,0.099303742,0.000909544
PACLITAXEL,TUBA4A,11.33,0.17,0.097824195,0.000498782
VINCRISTINE,TUBA4A,10.81,0.2,0.09329852,0.000586803
PATUPILONE,TUBA4A,9.5,0.35,0.081897302,0.001026905
COLCHICINE,TUBA4A,8.8,0.24,0.075805048,0.000704163
EPOTHILONE D,TUBA4A,8.71,0.32,0.075021758,0.000938884
CABAZITAXEL,TUBA4A,6.92,0.23,0.059442994,0.000674823
CHEMBL1935538,TUBA4A,5.64,0.15,0.048302872,0.000440102
MAYTANSINOL,TUBA4A,5.44,0.16,0.046562228,0.000469442
CHEMBL1795737,TUBA4A,5.44,0.16,0.046562228,0.000469442
CHEMBL2036124,TUBA4A,5.44,0.16,0.046562228,0.000469442
ZAMPANOLIDE,TUBA4A,5.44,0.16,0.046562228,0.000469442
CYCLOSTREPTIN,TUBA4A,5.44,0.16,0.046562228,0.000469442
CHEMBL2036119,TUBA4A,5.44,0.16,0.046562228,0.000469442
MAYTANSINE,TUBA4A,5.44,0.16,0.046562228,0.000469442
CHEMBL453818,TUBA4A,5.44,0.16,0.046562228,0.000469442
PHENETHYLISOTHIOCYANATE,TUBA4A,5.26,0.05,0.044995648,0.000146701
ABT-751,TUBA4A,4.84,0.14,0.041340296,0.000410762
VINORELBINE,TUBA4A,4.02,0.1,0.034203655,0.000293401
VINBLASTINE,TUBA4A,3.73,0.11,0.031679721,0.000322742
LARGAZOLE,TUBA4A,3.6,0.09,0.030548303,0.000264061
VORINOSTAT,TUBA4A,2.97,0.05,0.025065274,0.000146701
SAGOPILONE,TUBA4A,2.8,0.09,0.023585727,0.000264061
DOCETAXEL,TUBA4A,2.8,0.09,0.023585727,0.000264061
DAVUNETIDE,TUBA4A,2.8,0.09,0.023585727,0.000264061
LEXIBULIN,TUBA4A,2.8,0.09,0.023585727,0.000264061
FOSBRETABULIN TROMETHAMINE,TUBA4A,2.8,0.09,0.023585727,0.000264061
FOSBRETABULIN DISODIUM,TUBA4A,2.8,0.09,0.023585727,0.000264061
CROLIBULIN,TUBA4A,2.8,0.09,0.023585727,0.000264061
VERUBULIN,TUBA4A,2.8,0.09,0.023585727,0.000264061
VINFLUNINE,TUBA4A,2.8,0.09,0.023585727,0.000264061
PACLITAXEL POLIGLUMEX,TUBA4A,2.8,0.09,0.023585727,0.000264061
INDIBULIN,TUBA4A,2.61,0.09,0.021932115,0.000264061
BRENTUXIMAB VEDOTIN,TUBA4A,2.61,0.09,0.021932115,0.000264061
ERIBULIN MESYLATE,TUBA4A,2.61,0.09,0.021932115,0.000264061
TRASTUZUMAB EMTANSINE,TUBA4A,2.61,0.09,0.021932115,0.000264061
PLINABULIN,TUBA4A,2.61,0.09,0.021932115,0.000264061
VINORELBINE TARTRATE,TUBA4A,2.45,0.08,0.0205396,0.000234721
VINCRISTINE SULFATE,TUBA4A,2.31,0.08,0.019321149,0.000234721
VINBLASTINE SULFATE,TUBA4A,2.06,0.07,0.017145344,0.000205381
CURCUMIN,TUBA4A,2,0.03,0.016623151,8.80E-05
IXABEPILONE,TUBA4A,1.87,0.06,0.015491732,0.000176041
MEBENDAZOLE,TUBB4B,20.91,1.89,0.181201044,0.005545287
COMBRETASTATIN A4,TUBB4B,19.36,0.53,0.167711053,0.001555027
NOCODAZOLE,TUBB4B,11.5,0.28,0.099303742,0.000821524
PACLITAXEL,TUBB4B,11.33,0.15,0.097824195,0.000440102
PATUPILONE,TUBB4B,9.5,0.32,0.081897302,0.000938884
PODOFILOX,TUBB4B,9.09,0.21,0.078328982,0.000616143
COLCHICINE,TUBB4B,8.8,0.22,0.075805048,0.000645483
ALBENDAZOLE,TUBB4B,8.71,0.59,0.075021758,0.001731068
EPOTHILONE D,TUBB4B,8.71,0.3,0.075021758,0.000880204
CHEMBL1935538,TUBB4B,5.64,0.14,0.048302872,0.000410762
MAYTANSINE,TUBB4B,5.44,0.15,0.046562228,0.000440102
CHEMBL453818,TUBB4B,5.44,0.15,0.046562228,0.000440102
CHEMBL2036119,TUBB4B,5.44,0.15,0.046562228,0.000440102
MAYTANSINOL,TUBB4B,5.44,0.15,0.046562228,0.000440102
ZAMPANOLIDE,TUBB4B,5.44,0.15,0.046562228,0.000440102
CHEMBL2036124,TUBB4B,5.44,0.15,0.046562228,0.000440102
CHEMBL1795737,TUBB4B,5.44,0.15,0.046562228,0.000440102
CYCLOSTREPTIN,TUBB4B,5.44,0.15,0.046562228,0.000440102
PHENETHYLISOTHIOCYANATE,TUBB4B,5.26,0.04,0.044995648,0.000117361
VINBLASTINE,TUBB4B,4.98,0.14,0.042558747,0.000410762
ABT-751,TUBB4B,4.84,0.13,0.041340296,0.000381422
VINCRISTINE,TUBB4B,4.81,0.08,0.041079199,0.000234721
OXIBENDAZOLE,TUBB4B,4.36,1.18,0.03716275,0.003462137
VINORELBINE,TUBB4B,4.02,0.09,0.034203655,0.000264061
LARGAZOLE,TUBB4B,3.6,0.08,0.030548303,0.000234721
VORINOSTAT,TUBB4B,2.97,0.05,0.025065274,0.000146701
DOLASTATIN-10,TUBB4B,2.9,0.39,0.024456049,0.001144265
VERUBULIN,TUBB4B,2.8,0.08,0.023585727,0.000234721
PACLITAXEL POLIGLUMEX,TUBB4B,2.8,0.08,0.023585727,0.000234721
SAGOPILONE,TUBB4B,2.8,0.08,0.023585727,0.000234721
DOCETAXEL,TUBB4B,2.8,0.08,0.023585727,0.000234721
FOSBRETABULIN DISODIUM,TUBB4B,2.8,0.08,0.023585727,0.000234721
DAVUNETIDE,TUBB4B,2.8,0.08,0.023585727,0.000234721
CROLIBULIN,TUBB4B,2.8,0.08,0.023585727,0.000234721
VINFLUNINE,TUBB4B,2.8,0.08,0.023585727,0.000234721
LEXIBULIN,TUBB4B,2.8,0.08,0.023585727,0.000234721
FOSBRETABULIN TROMETHAMINE,TUBB4B,2.8,0.08,0.023585727,0.000234721
ERIBULIN MESYLATE,TUBB4B,2.61,0.08,0.021932115,0.000234721
INDIBULIN,TUBB4B,2.61,0.08,0.021932115,0.000234721
TRASTUZUMAB EMTANSINE,TUBB4B,2.61,0.08,0.021932115,0.000234721
PLINABULIN,TUBB4B,2.61,0.08,0.021932115,0.000234721
BRENTUXIMAB VEDOTIN,TUBB4B,2.61,0.08,0.021932115,0.000234721
VINORELBINE TARTRATE,TUBB4B,2.45,0.07,0.0205396,0.000205381
VINCRISTINE SULFATE,TUBB4B,2.31,0.07,0.019321149,0.000205381
CABAZITAXEL,TUBB4B,2.31,0.07,0.019321149,0.000205381
VINBLASTINE SULFATE,TUBB4B,2.06,0.06,0.017145344,0.000176041
CURCUMIN,TUBB4B,2,0.03,0.016623151,8.80E-05
IXABEPILONE,TUBB4B,1.87,0.06,0.015491732,0.000176041
CHEMBL1086377,PRKDC,8.71,4.06,0.075021758,0.011912097
CHEMBL188678,PRKDC,4.36,8.12,0.03716275,0.023824194
NEDISERTIB,PRKDC,4.36,8.12,0.03716275,0.023824194
CC-115,PRKDC,2.18,4.06,0.01818973,0.011912097
PI-103,PRKDC,1.52,0.41,0.012445605,0.001202946
CAFFEINE,PRKDC,1.18,0.44,0.00948651,0.001290966
WORTMANNIN,PRKDC,0.94,0.22,0.007397737,0.000645483
"1,3-PROPANEDIOL ",ARF1,17.42,37.87,0.150826806,0.111111111
CHEMBL384759,ARF1,7.26,1.05,0.062402089,0.003080715
GUANOSINE TRIPHOSPHATE,ARF1,6.97,3.79,0.059878155,0.011119913
MYRISTIC ACID,ARF1,1.66,0.9,0.013664056,0.002640613
GLYCERIN,ARF1,1.58,3.44,0.012967798,0.010093008
BREFELDIN A,ARF1,0.97,2.1,0.007658834,0.006161429
ANISOMYCIN,RPL19,5.81,3.16,0.049782419,0.009271484
PUROMYCIN,RPL19,5.66,2.84,0.048476936,0.0083326
ARTENIMOL,PRDX1,7.53,0.35,0.064751958,0.001026905
COPPER,PRDX1,5.63,0.3,0.04821584,0.000880204
METHYLDOPA,PRDX1,2.04,0.18,0.016971279,0.000528123
ZINC CHLORIDE,PRDX1,1.89,0.29,0.015665796,0.000850864
COPPER,C1QBP,3.75,0.39,0.031853786,0.001144265
HYALURONATE SODIUM,C1QBP,0.58,3.79,0.004264578,0.011119913
DOCETAXEL,VAC14,0.58,0.69,0.004264578,0.00202447
ASPARTIC ACID,ASPH,8.47,7.89,0.072932985,0.023149371
WARFARIN,ASPH,1.18,1.54,0.00948651,0.004518382
ALDESLEUKIN,ILF3,1.34,2.18,0.010879025,0.006396151
CYCLOSPORINE,ILF3,0.83,0.9,0.006440383,0.002640613
BORTEZOMIB,PSMD2,8.13,0.95,0.06997389,0.002787313
CARFILZOMIB,PSMD2,6.11,1,0.052393386,0.002934014
IXAZOMIB CITRATE,PSMD2,4.59,0.75,0.039164491,0.002200511
OPROZOMIB,PSMD2,4.47,0.73,0.038120104,0.00214183
ARTENIMOL,DDX39B,7.53,1.4,0.064751958,0.00410762
MIGLUSTAT,GANAB,4.36,28.4,0.03716275,0.083325998
MIGLITOL,GANAB,2.61,17.04,0.021932115,0.049995599
LYSINE,KARS,6.22,40.58,0.05335074,0.119062289
FOSTAMATINIB,STK38,0.96,0.38,0.007571802,0.001114925
CHEMBL1865517,HKDC1,4.36,4.37,0.03716275,0.012821641
CHEMBL600862,HKDC1,2.18,2.18,0.01818973,0.006396151
"2,6-DIMETHOXYQUINONE ",HKDC1,1.24,0.62,0.010008703,0.001819089
CHEMBL1707907,HKDC1,1.09,1.09,0.00870322,0.003198075
CHEMBL1503190,HKDC1,1.09,1.09,0.00870322,0.003198075
CHEMBL2095095,HKDC1,0.73,0.24,0.005570061,0.000704163
CHEMBL429095,HKDC1,0.7,0.09,0.005308964,0.000264061
OXOPURPUREINE,HKDC1,0.62,0.62,0.004612707,0.001819089
ALEXIDINE HYDROCHLORIDE,HKDC1,0.51,0.26,0.003655352,0.000762844
CHLORHEXIDINE,HKDC1,0.46,0.23,0.003220191,0.000674823
CHEMBL592124,HKDC1,0.42,0.14,0.002872063,0.000410762
DEOXYVASICINONE,HKDC1,0.4,0.4,0.002697998,0.001173606
SENNOSIDE B,HKDC1,0.27,0.27,0.00156658,0.000792184
MEBENDAZOLE,TUBA1A,20.91,1.89,0.181201044,0.005545287
COMBRETASTATIN A4,TUBA1A,19.36,0.53,0.167711053,0.001555027
NOCODAZOLE,TUBA1A,11.5,0.28,0.099303742,0.000821524
PACLITAXEL,TUBA1A,11.33,0.15,0.097824195,0.000440102
VINBLASTINE,TUBA1A,11.2,0.3,0.096692776,0.000880204
PATUPILONE,TUBA1A,9.5,0.32,0.081897302,0.000938884
PODOFILOX,TUBA1A,9.09,0.21,0.078328982,0.000616143
COLCHICINE,TUBA1A,8.8,0.22,0.075805048,0.000645483
ALBENDAZOLE,TUBA1A,8.71,0.59,0.075021758,0.001731068
EPOTHILONE D,TUBA1A,8.71,0.3,0.075021758,0.000880204
